"wikidata_code","birth","death","updated_death_date","approx_birth","approx_death","birth_min","birth_max","death_min","death_max","gender","level1_main_occ","name","un_subregion","birth_estimation","death_estimation","bigperiod_birth_graph_b","bigperiod_death_graph_b","curid","level2_main_occ","freq_main_occ","freq_second_occ","level2_second_occ","level3_main_occ","bigperiod_birth","bigperiod_death","wiki_readers_2015_2018","non_missing_score","total_count_words_b","number_wiki_editions","total_noccur_links_b","sum_visib_ln_5criteria","ranking_visib_5criteria","all_geography_groups","string_citizenship_raw_d","citizenship_1_b","citizenship_2_b","list_areas_of_rattach","area1_of_rattachment","area2_of_rattachment","list_wikipedia_editions","un_region","group_wikipedia_editions","bplo1","dplo1","bpla1","dpla1","pantheon_1","level3_all_occ","mid_point"
"Q593223",1180,1250,NA,"circa","circa",1180,1180,1250,1250,"Male","Discovery/Science","Gilbertus_Anglicus","Western Europe",1180,1250,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",17141687,"Academia",1,NA,"Missing","physician","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",8761,3,3924,4,10,21.360977,314247.5,"United_Kingdom_of_Great_Britain_and_Northern_Ireland","'United_Kingdom'","United_Kingdom","","D:_'United_Kingdom'_matchB1_P:_'England'","United_Kingdom","Missing","dewiki|enwiki|nowiki|eowiki","Europe","grA",NA,NA,NA,NA,0,"D:_physician_P:_physician_medicine_physician_English_mediziner_medizinisch_German",1215
"Q5959",NA,NA,NA,"century","century",101,200,1,100,"Male","Discovery/Science","Quintus_Curtius_Rufus","Southern Europe",-13.374664,51,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",617834,"Academia",0.45454547,0.36363637,"Culture-core","historian","Missing","Missing",194359,3,25624,41,34,29.621824,15705,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_can't_verifyB1","Roman_Empire","Missing","enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|nlwiki|plwiki|ptwiki|svwiki|fawiki|hewiki|huwiki|fiwiki|arwiki|nowiki|ukwiki|kowiki|cawiki|cswiki|srwiki|idwiki|dawiki|bgwiki|astwiki|azbwiki|elwiki|etwiki|euwiki|extwiki|glwiki|hrwiki|hywiki|kawiki|lawiki|shwiki|skwiki|slwiki|sqwiki|uzwiki|furwiki","Europe","grA",23,12.7399997711182,38.5,31.7999992370606,1,"D:_historian_writer_P:_historian_author_missing_English_historien_jésus_auteur_French_storico_imperiale_Italian_historiker_German_escritor_historiador_bajo_Spanish_senador_historiador_estudios_Portuguese_historiker_författare_författare_Swedish",18.812668
"Q5984236",1120,1196,NA,"","",1120,1120,1196,1196,"Male","Discovery/Science","Ibn_Maḍāʾ","",1120,1196,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",15961376,"Academia",1,NA,"Missing","mathematician","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",16707,3,3922,4,6,21.553783,327668,"","","","","","Missing","Missing","cawiki|arwiki|enwiki|elwiki","","grA",-4.76666688919067,-5.98333311080933,37.8833351135254,37.3833351135254,0,"D:_mathematician_P:_linguist_grammarian_linguist_English",1158
"Q5984305",NA,1195,NA,"","",NA,NA,1195,1195,"Male","Discovery/Science","Ibn_al-Kammad","",1131,1195,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",27578277,"Academia",0.5714286,0.2857143,"Other","astronomer","Missing","2.Post-Classical History 501-1500AD",5355,3,5473,3,0,18.580591,1050882,"","","","","","Missing","Missing","enwiki|ptwiki|arwiki","","grA",NA,NA,NA,NA,0,"D:_astronomer_astrologer_P:_astronomer_English_astrônom_ducado_Portuguese",1163
"Q6008614",NA,1159,NA,"","",NA,NA,1159,1159,"Male","Discovery/Science","Nikulás_Bergþórsson","Northern Europe",1094,1159,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",8235471,"Academia",0.625,0.375,"Religious","geographer","Missing","2.Post-Classical History 501-1500AD",1107,2,3146,4,1,17.082123,1052930,"","","Iceland","","P:_'Iceland'_can't_verifyB1","Old_(before_year_1918_AD)_Iceland","Missing","iswiki|svwiki|eswiki|nowiki","Europe","grB",-18,-18,65,65,0,"D:_geographer_P:_abad_monasterio_benedictin_Spanish_ lärd_geograf_studier_Swedish",1126.5
"Q60461",NA,NA,NA,"century","century",401,500,401,500,"Male","Discovery/Science","Arcadius_of_Antioch","Southern Europe",451,514.36829,"1.Ancient History Before 500AD","2.Post-Classical History 501-1500AD",2093495,"Academia",0.66666669,0.33333334,"Culture-core","grammarian","Missing","Missing",2716,3,6424,6,2,19.720861,604275,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","ptwiki|enwiki|cawiki|huwiki|itwiki|eswiki","Europe","grA",36.1816673278809,NA,36.2047233581543,NA,0,"D:_writer_P:_grammarian_English_grammatico_Italian_filolog_filología_Spanish",482.684145
"Q606139",NA,NA,NA,"","millenium",NA,NA,1,1000,"Male","Discovery/Science","Carpus_of_Antioch","Southern Europe",450,501.39706,"1.Ancient History Before 500AD","2.Post-Classical History 501-1500AD",16302250,"Academia",0.75,NA,"Missing","mathematician","Missing","Missing",11917,2,7223,6,1,20.622597,594760,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Greece'","Roman_Empire","Missing","dewiki|elwiki|enwiki|ruwiki|frwiki|ptwiki","Europe","grA",NA,NA,NA,NA,0,"D:_mathematician_astronomer_writer_P:_mathematician_mechanics_astronomy_English_astronome_mathématicien_French_astronom_mathematiker_German_matemátic_mecânic_astronom_Portuguese",475.69853
"Q609147",-255,-215,NA,"","",-255,-255,-215,-215,"Male","Discovery/Science","Phylarchus","Southern Europe",-255,-215,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2767885,"Academia",0.53846157,0.38461539,"Culture-core","historian","1.Ancient History Before 500AD","1.Ancient History Before 500AD",24873,3,14272,14,12,24.960823,97237,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","dewiki|arwiki|cawiki|enwiki|eswiki|frwiki|itwiki|plwiki|ruwiki|ukwiki|zhwiki|elwiki|ptwiki|hewiki","Europe","grA",23.716667175293,NA,37.966667175293,NA,0,"D:_historian_writer_P:_ writer_historian_English_historien_French_storico_Italian_schreiber_German_historiador_Spanish_ escritor_historiador_produzido_Portuguese",-235
"Q609201",811,828,NA,"","",811,811,828,828,"Male","Discovery/Science","Dungal_of_Bobbio","Western Europe",811,828,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",7249067,"Academia",0.47368422,0.36842105,"Religious","astronomer","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",10680,3,12994,7,7,22.907705,216455,"","","Ireland","United_Kingdom","P:_'Ireland'_'Scotland'_can't_verifyB1B2","Old_(before_year_1931_AD)_Ireland","United_Kingdom","frwiki|enwiki|nlwiki|plwiki|ptwiki|dewiki|eswiki","Europe","grA",NA,NA,NA,NA,0,"D:_astronomer_poet_P:_monk_astronomer_poet_English_ecclésiastique_évêque_moine_French_mönch_lehrer_astronom_German_ monje_profesor_astrónomo_Spanish_monge_professor_astrônom_Portuguese",819.5
"Q610433",100,NA,NA,"","century",100,100,201,400,"Male","Discovery/Science","Antyllus","Southern Europe",100,166.52431,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",5650574,"Academia",1,NA,"Missing","physician","1.Ancient History Before 500AD","Missing",10726,3,6368,9,5,22.13434,287882,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","elwiki|dewiki|shwiki|enwiki|cawiki|itwiki|frwiki|ruwiki|fawiki","Europe","grA",23,NA,38.5,NA,0,"D:_physician_P:_surgeon_medicine_surgeon_English_chirurgien_French_chirurgo_Italian_arzt_chirurg_meteorologie_German",133.262155
"Q612064",1140,1195,NA,"circa","",1140,1140,1195,1195,"Male","Discovery/Science","Rogerius_(physician)","Southern Europe",1140,1195,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",2770847,"Academia",0.9285714,NA,"Missing","physician","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",22907,3,8618,5,9,23.195442,179996,"","","Italy","","P:_'Italy'_can't_verifyB1","Old_(before_year_1861_AD)_Italy","Missing","frwiki|dewiki|enwiki|itwiki|eowiki","Europe","grA",14.7597217559815,NA,40.6805572509766,NA,0,"D:_physician_academic_surgeon_P:_surgeon_medicine_chirurg_English_chirurgien_French_figlio_medico_Italian_arzt_chirurg_German",1167.5
"Q612787",-400,-335,NA,"circa","",-400,-400,-335,-335,"Male","Discovery/Science","Hicetas","Southern Europe",-400,-335,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",953086,"Academia",0.90909094,NA,"Missing","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",28276,3,12985,14,6,24.375498,158138,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","itwiki|cawiki|dewiki|elwiki|enwiki|ptwiki|shwiki|slwiki|huwiki|frwiki|fawiki|ruwiki|eswiki|idwiki","Europe","grA",15.2875003814697,NA,37.0691680908203,NA,0,"D:_philosopher_astronomer_mathematician_P:_philosopher_academic_philosopher_English_astronome_philosophe_jésus_French_filosofo_astronomo_Italian_philosoph_astronom_German_astrónomo_filosof_filosofía_Spanish_filósof_acadêmic_estrela_Portuguese",-367.5
"Q615260",1080,1154,NA,"circa","circa",1080,1080,1154,1154,"Male","Discovery/Science","William_of_Conches","Western Europe",1080,1154,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",1793171,"Academia",0.85714287,NA,"Missing","philosopher","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",38834,3,21617,16,25,26.639746,51769.5,"France","'France'","France","","D:_'France'_matchB1_P:_'France'","France","Missing","enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|nlwiki|plwiki|svwiki|fiwiki|astwiki|lawiki|ptwiki|cawiki|kawiki|huwiki","Europe","grA",0.942499995231628,NA,48.9605560302734,NA,0,"D:_philosopher_writer_theologian_P:_philosopher_science_bishop_English_philosophe_French_filosofo_filosofia_studi_Italian_philosoph_gelehrte_German_filósof_filosofía_Spanish_filósof_física_psicolog_Portuguese_filosof_Swedish",1117
"Q6154428",610,672,NA,"circa","",610,610,672,672,"Female","Discovery/Science","Tz'akbu_Ajaw","",610,672,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",5547676,"Academia",0.33333334,0.33333334,"Family","arqueológic","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",5323,3,1875,2,0,17.216053,1435857,"","","","","","Missing","Missing","eswiki|glwiki","","grB",NA,NA,NA,NA,0,"D:_P:_arqueológic_esposa_esposa_Spanish",641
"Q616609",1166,1213,NA,"","",1166,1166,1213,1213,"Male","Discovery/Science","Hrafn_Sveinbjarnarson","Northern Europe",1166,1213,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",5510835,"Academia",0.60000002,0.2,"Military","physician","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",2057,3,1844,2,0,16.249794,1668925,"","","Iceland","","P:_'Iceland'_can't_verifyB1","Old_(before_year_1918_AD)_Iceland","Missing","iswiki|eswiki","Europe","grB",NA,NA,NA,NA,0,"D:_physician_P:_médic_guerra_episodio_Spanish",1189.5
"Q6174133",966,NA,NA,"","",966,966,NA,NA,"Male","Discovery/Science","Ásgrímur_Elliða-Grímsson","Northern Europe",966,1021,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",5485169,"Academia",0.5,0.5,"Military","educado","2.Post-Classical History 501-1500AD","Missing",418,3,1959,1,0,14.318852,2524609,"","","Iceland","","P:_'Iceland'_can't_verifyB1","Old_(before_year_1918_AD)_Iceland","Missing","eswiki","Europe","grB",NA,NA,NA,NA,0,"D:_P:_viking_educado_Spanish",993.5
"Q6188193",1035,NA,NA,"","century",1035,1035,1090,1100,"Male","Discovery/Science","Stein_Herdisson","Northern Europe",1035,1095,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",1453856,"Academia",0.40000001,0.2,"Family","genealogist","2.Post-Classical History 501-1500AD","Missing",432,3,1586,3,0,14.833537,2017502,"","","Iceland","","P:_'Iceland'_can't_verifyB1","Old_(before_year_1918_AD)_Iceland","Missing","svwiki|nowiki|nnwiki","Europe","grB",NA,NA,NA,NA,0,"D:_genealogist_P:_ furste_dotter_skald_Swedish",1065
"Q619182",NA,NA,NA,"century","century",-400,-301,-400,-201,"Male","Discovery/Science","Apollodoros_(Mediziner)","Southern Europe",-350,-281.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",6069089,"Academia",1,NA,"Missing","physician","Missing","Missing",297,3,1324,2,3,15.381185,1400773.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","dewiki|zhwiki","Europe","grB",NA,NA,NA,NA,0,"D:_physician_P:_arzt_forscher_biologe_German",-315.928755
"Q619395",NA,NA,NA,"century","century",-200,-1,-100,-1,"Male","Discovery/Science","Apollonios_of_Kition","Southern Europe",-100,-31.857521,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",15970004,"Academia",1,NA,"Missing","physician","Missing","Missing",6955,3,5388,5,13,21.870724,263921,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","elwiki|cawiki|enwiki|dewiki|itwiki","Europe","grA",NA,NA,NA,NA,0,"D:_physician_P:_physician_medicine_surgeon_English_medico_Italian_arzt_chirurg_German",-65.9287605
"Q619463",NA,-175,NA,"century","",-300,-201,-175,-175,"Male","Discovery/Science","Apollonius_Eidographos","Southern Europe",-243.14249,-175,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",5746810,"Academia",0.80000001,0.2,"Worker/Business (small)","grammarian","Missing","1.Ancient History Before 500AD",4123,3,8249,7,0,19.422716,954786,"","","Greece","Egypt","P:_'Greece'_'Egypt'_can't_verifyB1B2","Old_(before_year_1830_AD)_Greece","Old_(before_year_1922_AD)_Egypt","eowiki|itwiki|ptwiki|dewiki|frwiki|eswiki|skwiki","Europe","grB",NA,NA,NA,NA,0,"D:_grammarian_P:_grammatico_Italian_bibliotecari_conferencia_Spanish",-209.071245
"Q6207074",NA,1152,NA,"","",NA,NA,1152,1152,"Male","Discovery/Science","Jocelin_of_Soissons","Western Europe",1082,1152,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",16085950,"Academia",0.5714286,0.2857143,"Religious","theologian","Missing","2.Post-Classical History 501-1500AD",3845,2,1873,1,0,16.196865,1995417,"","","France","","P:_'France'_can't_verifyB1","Old_(before_year_509_AD)_France","Missing","enwiki","Europe","grA",NA,NA,NA,NA,0,"D:_priest_theologian_P:_theologian_philosophical_opponent_English",1117
"Q6222286",1175,1248,NA,"circa","",1175,1175,1248,1248,"Male","Discovery/Science","John_Blund","Western Europe",1175,1248,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",8169999,"Academia",0.60000002,0.40000001,"Religious","philosopher","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",10614,3,2984,3,14,21.366005,342974,"","","United_Kingdom","","P:_'England'_can't_verifyB1","United_Kingdom","Missing","enwiki|lawiki|ruwiki","Europe","grA",NA,NA,NA,NA,0,"D:_priest_P:_philosopher_philosophy_scholar_English",1211.5
"Q622258",NA,NA,NA,"century","century",1,100,101,200,"Male","Discovery/Science","Alexander_Numenius","Southern Europe",51,117.52431,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",160197,"Academia",0.75,0.25,"Culture-core","rhetorician","Missing","Missing",3598,3,7572,7,10,21.598927,310072,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","enwiki|itwiki|ptwiki|cawiki|plwiki|huwiki|dewiki","Europe","grA",NA,NA,NA,NA,0,"D:_rhetorician_P:_rhetorician_English_ oratore_Italian",84.262155
"Q6251778",NA,39,NA,"","",NA,NA,39,39,"Male","Discovery/Science","John_Pagus","Western Europe",-6,39,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",16091363,"Academia",0.80000001,0.2,"Culture-core","logician","Missing","1.Ancient History Before 500AD",2121,2,1397,1,0,15.30979,2341538.5,"","","France","","P:_'France'_can't_verifyB1","Old_(before_year_509_AD)_France","Missing","enwiki","Europe","grA",NA,NA,NA,NA,0,"D:_logician_P:_philosopher_logician_arts_English",16.5
"Q6265649",NA,1260,NA,"","circa",NA,NA,1260,1260,"Male","Discovery/Science","John_de_Taxster","Western Europe",1196,1260,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",2849325,"Academia",0.5,0.25,"Religious","historian","Missing","2.Post-Classical History 501-1500AD",766,2,1590,1,2,15.522586,1737548,"","","United_Kingdom","","P:_'England'_can't_verifyB1","United_Kingdom","Missing","enwiki","Europe","grA",NA,NA,NA,NA,0,"D:_historian_P:_chronicler_benedictine_English",1228
"Q633023",NA,NA,NA,"century","century",401,500,401,500,"Male","Discovery/Science","Archiadas","Southern Europe",451,514.36829,"1.Ancient History Before 500AD","2.Post-Classical History 501-1500AD",5466832,"Academia",0.66666669,0.16666667,"Family","philosopher","Missing","Missing",723,3,3570,2,0,15.868139,1687525,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","dewiki|ptwiki","Europe","grB",23.7280559539795,NA,37.9841651916504,NA,0,"D:_philosopher_P:_philosoph_German_nobre_neto_filósof_Portuguese",482.684145
"Q634870",NA,NA,NA,"century","century",-500,-401,-500,-301,"Male","Discovery/Science","Archippos_von_Tarent","Southern Europe",-450,-381.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",4866504,"Academia",1,NA,"Missing","philosopher","Missing","Missing",1875,3,3028,4,3,18.550215,693046,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","dewiki|itwiki|euwiki|roa_tarawiki","Europe","grB",17.2408332824707,NA,40.4180564880371,NA,0,"D:_philosopher_P:_filosofo_Italian",-415.928755
"Q6372706",1147,1204,NA,"","",1147,1147,1204,1204,"Male","Discovery/Science","Nicholas_of_Amiens","Western Europe",1147,1204,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",16115083,"Academia",0.5714286,NA,"Missing","theologian","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",3144,3,3092,3,4,19.087152,604003,"France","'France'","France","","D:_'France'_matchB1_P:_'France'","France","Missing","frwiki|enwiki|huwiki","Europe","grA",NA,NA,NA,NA,0,"D:_theologian_P:_theologian_pupil_English_auteur_théologien_disciple_French",1175.5
"Q637394",NA,NA,NA,"century","century",1,200,101,200,"Male","Discovery/Science","Sosigenes_the_Peripatetic","Southern Europe",101,166.95914,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2251943,"Academia",1,NA,"Missing","philosopher","Missing","Missing",13600,3,7345,10,1,21.511072,559108,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Greece'","Roman_Empire","Missing","dewiki|elwiki|enwiki|fiwiki|itwiki|ptwiki|ruwiki|shwiki|simplewiki|slwiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_astronomer_P:_philosopher_English_filosofo_astronomo_Italian_philosoph_German_filósof_tutor_Portuguese",133.97957
"Q639247",800,865,NA,"circa","",800,800,865,865,"Male","Discovery/Science","Rudolf_of_Fulda","Western Europe",800,865,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",10818779,"Academia",0.41666666,0.33333334,"Religious","hagiographer","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",13152,3,11573,9,8,23.34096,181331,"","","Germany","","P:_'Germany'_can't_verifyB1","Old_(before_year_1990_AD)_Germany","Missing","dewiki|frwiki|ruwiki|enwiki|eswiki|fywiki|nlwiki|cawiki|itwiki","Europe","grA",NA,9.67749977111816,NA,50.5527763366699,0,"D:_hagiographer_poet_librarian_historian_historian_P:_monk_benedictine_monastery_English_moine_monastère_écrivain_French_storico_teologo_religioso_Italian_schreiber_theologe_German_ monje_benedictin_teólog_Spanish",832.5
"Q6408431",762,824,NA,"","",762,762,824,824,"Female","Discovery/Science","Sayyida_Nafisa","",762,824,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",39613706,"Academia",0.66666669,0.33333334,"Religious","scholar","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",250695,3,4057,7,4,24.429333,258266,"","","","","","Missing","Missing","fawiki|dewiki|enwiki|arwiki|mlwiki|bnwiki|urwiki","","grA",39.8261108398438,31.2358341217041,21.4225006103516,30.0444450378418,0,"D:_P:_prophet_scholar_teacher_English",793
"Q644086",NA,NA,NA,"","century",NA,NA,401,500,"Male","Discovery/Science","Cassius_Felix","Southern Europe",389,451.0239,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",31640489,"Academia",0.63636363,0.36363637,"Culture-core","physician","Missing","Missing",4368,3,5978,6,13,21.663952,291955.5,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Algeria'","Roman_Empire","Missing","itwiki|cawiki|dewiki|enwiki|ptwiki|mwlwiki","Europe","grA",NA,NA,NA,NA,0,"D:_physician_P:_medical_writer_author_English_medico_autore_Italian_arzt_German_ escritor_médic_medic_Portuguese",420.01195
"Q644153",NA,NA,NA,"century","century",-500,-401,-400,-301,"Male","Discovery/Science","Cratippus_of_Athens","Southern Europe",-450,-381.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",99661,"Academia",0.66666669,0.16666667,"Culture-core","historian","Missing","Missing",9237,3,10568,12,8,23.15926,201224,"Old_regimes_in_/_of_Greece","'Classical_Athens'","Greece","United_Kingdom","D:_'Classical_Athens'_mismatchB2_P:_'Greece'_'England'","Greece","United_Kingdom","lawiki|cawiki|dewiki|elwiki|enwiki|eswiki|fiwiki|ptwiki|ruwiki|zhwiki|frwiki|itwiki","Europe","grA",23.7280559539795,NA,37.9841651916504,NA,0,"D:_historian_P:_historian_scholar_author_English_historien_jésus_French_storico_Italian_schreiber_German_historiador_Spanish_historiador_autor_Portuguese",-415.928755
"Q644214",NA,-205,NA,"","",NA,NA,-205,-205,"Male","Discovery/Science","Dionysius_of_Lamptrai","Southern Europe",-273,-205,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",13926018,"Academia",1,NA,"Missing","philosopher","Missing","1.Ancient History Before 500AD",6075,2,7133,6,2,20.342064,506519,"Old_regimes_in_/_of_Greece","'Classical_Athens'","Greece","","D:_'Classical_Athens'_matchB1_P:_'Greece'","Old_(before_year_1830_AD)_Greece","Missing","itwiki|cawiki|enwiki|fiwiki|frwiki|ptwiki","Europe","grA",23.7280559539795,NA,37.9841651916504,NA,0,"D:_philosopher_P:_philosopher_scholar_English_philosophe_French_filosofo_Italian_filósof_Portuguese",-239
"Q6450912",NA,1127,NA,"","",NA,NA,1127,1127,"Male","Discovery/Science","Gilla_Críst_Ua_Máel_Eóin","Western Europe",1060,1127,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",26633741,"Academia",0.55555558,0.44444445,"Religious","historian","Missing","2.Post-Classical History 501-1500AD",3165,2,3843,3,0,17.414053,1208393.5,"","","Ireland","","P:_'Ireland'_can't_verifyB1","Old_(before_year_1931_AD)_Ireland","Missing","enwiki|shwiki|eswiki","Europe","grA",NA,NA,NA,NA,0,"D:_historian_abbot_P:_historian_abbot_English_historiograf_historiador_abad_Spanish",1093.5
"Q645774",NA,NA,NA,"century","century",-300,-201,-300,-101,"Male","Discovery/Science","Bolus_of_Mendes","Southern Europe",-250,-181.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",21623770,"Academia",0.5714286,0.2857143,"Culture-core","agronomist","Missing","Missing",42042,3,10942,12,4,24.121363,206109,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","dewiki|enwiki|frwiki|itwiki|plwiki|svwiki|ruwiki|fawiki|jawiki|elwiki|eswiki|cawiki","Europe","grA",31.5172004699707,NA,30.9562797546387,NA,0,"D:_agronomist_chemist_philosopher_writer_P:_philosopher_writer_medical_English_auteur_jésus_French_alchimista_agronomo_filosofo_Italian_ schriftsteller_German_bolos_autor_representante_Spanish_kemist_Swedish",-215.928755
"Q646951",NA,NA,NA,"century","century",-300,-201,-300,-201,"Male","Discovery/Science","Aristo_of_Chios","Southern Europe",-250,-181.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",1887751,"Academia",0.7647059,0.17647059,"Culture-core","philosopher","Missing","Missing",54254,3,25519,19,12,26.609406,59516,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","huwiki|cawiki|dewiki|elwiki|enwiki|fiwiki|frwiki|hewiki|itwiki|nlwiki|ruwiki|ptwiki|zhwiki|ukwiki|svwiki|nowiki|bgwiki|eswiki|skwiki","Europe","grA",26.0166664123535,23.7280559539795,38.4000015258789,37.9841651916504,0,"D:_philosopher_writer_P:_philosopher_philosophy_English_philosophe_jésus_French_filosofo_scrittore_Italian_philosoph_German_filósof_filosofía_físic_Spanish_filósof_filosofia_físic_Portuguese",-215.928755
"Q649082",235,NA,NA,"","",235,235,NA,NA,"Male","Discovery/Science","Apsines","Southern Europe",235,292,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",1317471,"Academia",0.2857143,NA,"Missing","rhetorician","1.Ancient History Before 500AD","Missing",4871,3,8324,10,11,22.401695,246915,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","huwiki|cawiki|elwiki|enwiki|frwiki|itwiki|plwiki|arwiki|eswiki|ptwiki","Europe","grA",35.6886100769043,NA,32.6538887023926,NA,0,"D:_orator_militar_P:_rhetorician_emperor_author_English_ consul_professeur_rhétorique_French_retore_Italian_cónsul_emperador_autor_Spanish",263.5
"Q6532961",1059,1131,NA,"","",1059,1059,1131,1131,"Male","Discovery/Science","Ibn_Abī_Yaʿlā","",1059,1131,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",6704661,"Academia",1,NA,"Missing","historian","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",16886,3,1129,2,0,17.863062,1528581,"","","","","","Missing","Missing","arwiki|itwiki","","grB",44.4166679382324,44.4166679382324,33.3499984741211,33.3499984741211,0,"D:_historian_P:",1095
"Q6536134",756,845,NA,"","",756,756,845,845,"Male","Discovery/Science","Ibn_Sallâm_al-Jumahî","",756,845,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",7834587,"Academia",0.5,0.375,"Culture-core","linguist","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",44303,3,5545,4,1,21.622314,571471,"","","","","","Missing","Missing","arwiki|frwiki|fawiki|itwiki","","grB",47.810001373291,44.4166679382324,30.5149993896484,33.3499984741211,0,"D:_literary_linguist_P:_philologue_poète_critique_French_filologo_Italian",800.5
"Q653625",NA,NA,NA,"century","century",-500,-401,-500,-401,"Male","Discovery/Science","Harpalus_(astronomer)","Southern Europe",-450,-381.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",24540877,"Academia",0.75,0.25,"Explorer/Inventor/Developer","astronomer","Missing","Missing",2760,3,6052,6,3,19.964949,532248,"Classical_Greece","'Classical_Greece'","Greece","","D:_'Classical_Greece'_mismatchB1_P:_'Greece'","Greece","Missing","dewiki|enwiki|huwiki|cawiki|frwiki|eswiki","Europe","grA",NA,NA,NA,NA,0,"D:_astronomer_P:_astronomer_invented_engineer_English_astronome_French_astronom_German_astrónomo_Spanish",-415.928755
