"wikidata_code","birth","death","updated_death_date","approx_birth","approx_death","birth_min","birth_max","death_min","death_max","gender","level1_main_occ","name","un_subregion","birth_estimation","death_estimation","bigperiod_birth_graph_b","bigperiod_death_graph_b","curid","level2_main_occ","freq_main_occ","freq_second_occ","level2_second_occ","level3_main_occ","bigperiod_birth","bigperiod_death","wiki_readers_2015_2018","non_missing_score","total_count_words_b","number_wiki_editions","total_noccur_links_b","sum_visib_ln_5criteria","ranking_visib_5criteria","all_geography_groups","string_citizenship_raw_d","citizenship_1_b","citizenship_2_b","list_areas_of_rattach","area1_of_rattachment","area2_of_rattachment","list_wikipedia_editions","un_region","group_wikipedia_editions","bplo1","dplo1","bpla1","dpla1","pantheon_1","level3_all_occ","mid_point"
"Q233711",-470,-430,NA,"","",-470,-470,-430,-430,"Male","Discovery/Science","Melissus_of_Samos","Southern Europe",-470,-430,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",489002,"Academia",0.36363637,0.27272728,"Military","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",170698,3,21739,39,16,28.556677,28113,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","zhwiki|kywiki|euwiki|plwiki|hewiki|bswiki|frwiki|eswiki|huwiki|itwiki|glwiki|dewiki|idwiki|jawiki|bnwiki|elwiki|shwiki|nlwiki|arwiki|svwiki|ptwiki|eowiki|iswiki|skwiki|ruwiki|enwiki|trwiki|rowiki|cawiki|fiwiki|ukwiki|fawiki|bgwiki|hrwiki|cswiki|pmswiki|dawiki|kowiki|azwiki","Europe","grA",26.8332996368408,NA,37.75,NA,1,"D:_philosopher_militar_P:_philosophy_commander_show_English_philosophe_politique_French_filosofo_militare_politica_Italian_philosoph_German_estadista_comandante_filosofía_Spanish_polític_filósof_poeta_Portuguese_statsman_befälhavare_drog_Swedish",-450
"Q2344338",NA,NA,NA,"century","century",501,600,501,700,"Male","Discovery/Science","Stephanos_(Mediziner)","",551,619.54846,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",1364756,"Academia",0.85714287,NA,"Missing","physician","Missing","Missing",151,3,1483,1,16,15.872282,1489961.5,"","","","","","Missing","Missing","dewiki","","grB",NA,NA,NA,NA,0,"D:_physician_philosopher_P:_arzt_kommentator_medizinisch_German",585.27423
"Q235426",NA,NA,NA,"century","century",-600,-501,-500,-401,"Female","Discovery/Science","Theano_(philosopher)","Southern Europe",-550,-481.28345,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",936952,"Academia",0.65217394,0.17391305,"Family","mathematician","Missing","Missing",203168,3,17459,22,10,27.522865,52845,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|nlwiki|plwiki|ptwiki|svwiki|hewiki|huwiki|fiwiki|nowiki|kowiki|cawiki|dawiki|elwiki|euwiki|idwiki|astwiki|urwiki","Europe","grA",17.1166667938232,NA,39.0833320617676,NA,0,"D:_mathematician_philosopher_astronomer_P:_philosopher_pupil_daughter_English_philosophe_mathématicien_médecin_French_filosofa_rebbe_figlia_Italian_matemátic_esposa_esposa_Spanish_matemática_filósof_Portuguese_filosof_dotter_gift med_Swedish",-515.641725
"Q235494",-350,-300,NA,"","",-350,-350,-300,-300,"Female","Discovery/Science","Hipparchia_of_Maroneia","Southern Europe",-350,-300,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",4662368,"Academia",0.53333336,0.26666668,"Family","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",202097,3,18077,28,4,26.995708,142745,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","ptwiki|iswiki|skwiki|plwiki|hewiki|frwiki|ruwiki|enwiki|eswiki|cawiki|huwiki|fiwiki|itwiki|dewiki|jawiki|shwiki|nlwiki|glwiki|trwiki|elwiki|cswiki|kuwiki|slwiki|eowiki|euwiki|zhwiki|azwiki|fawiki","Europe","grA",25.5166664123535,NA,40.9000015258789,NA,0,"D:_philosopher_P:_philosopher_wife of_husband_English_philosophe_jésus_mariage_French_filosofa_Italian_philosophie_German_filósof_revolucionario_tejedor_Spanish_filósof_esposa_Portuguese",-325
"Q23581384",NA,1097,NA,"","circa",NA,NA,1097,1097,"Male","Discovery/Science","Baldwin_(abbot_of_Bury_St_Edmunds)","Western Europe",1030,1097,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",49177903,"Academia",0.60000002,0.2,"Religious","physician","Missing","2.Post-Classical History 501-1500AD",1825,2,2608,1,0,15.783712,2040740.5,"","","United_Kingdom","France","P:_'England'_'France'_can't_verifyB1B2","United_Kingdom","Old_(before_year_509_AD)_France","enwiki","Europe","grA",NA,NA,NA,NA,0,"D:_physician_P:_monk_physician_king_English",1063.5
"Q236594",160,210,NA,"","",160,160,210,210,"Male","Discovery/Science","Sextus_Empiricus","Southern Europe",160,210,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",177582,"Academia",0.82608694,NA,"Missing","physician","1.Ancient History Before 500AD","1.Ancient History Before 500AD",483344,3,26200,41,30,30.433702,9909,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","pmswiki|plwiki|bewiki|frwiki|hewiki|bswiki|eswiki|itwiki|glwiki|etwiki|dewiki|jawiki|elwiki|arwiki|svwiki|nlwiki|ptwiki|iswiki|skwiki|ruwiki|enwiki|trwiki|rowiki|nowiki|cawiki|fiwiki|ukwiki|lawiki|cswiki|bgwiki|fawiki|hrwiki|hywiki|dawiki|kowiki|tawiki|zhwiki|slwiki|azwiki|eowiki|huwiki","Europe","grA",NA,29.8924999237061,NA,31.1975002288818,1,"D:_physician_philosopher_writer_P:_physician_philosopher_philosophical_English_philosophe_médecin_médecine_French_filosofo_Italian_arzt_philosoph_vertreter_German_médic_filósof_representante_Spanish_médic_filósof_Portuguese_filosof_läkare_Swedish",185
"Q23662495",NA,NA,NA,"century","century",-200,-1,-100,-1,"Female","Discovery/Science","Caerellia","",-100,-36.800739,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",49953067,"Academia",0.66666669,0.33333334,"Family","philosophical","Missing","Missing",1533,3,2806,4,0,16.886898,1394129,"","","","","","Missing","Missing","mlwiki|enwiki|dewiki|zh_min_nanwiki","","grA",12.4799995422363,NA,41.8899993896484,NA,0,"D:_P:_philosophical_affair with_English_philosoph_German",-68.4003695
"Q2367894",NA,NA,NA,"","",-240,-240,-250,-250,"Male","Discovery/Science","Teles_of_Megara","Southern Europe",-318.14249,-250,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",13945055,"Academia",0.85714287,NA,"Missing","philosopher","Missing","Missing",11572,3,7600,7,12,22.937115,184621,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","frwiki|cawiki|enwiki|eswiki|fiwiki|dewiki|kowiki","Europe","grA",23.3423004150391,NA,37.9948997497559,NA,0,"D:_philosopher_P:_philosopher_English_philosophe_jésus_French_philosoph_German_profesor_Spanish",-284.071245
"Q2369009",3,NA,NA,"","",3,3,NA,NA,"Male","Discovery/Science","Apollodorus_the_Epicurean","Southern Europe",3,62,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",13926070,"Academia",0.81818181,NA,"Missing","philosopher","1.Ancient History Before 500AD","Missing",14697,3,10677,12,1,22.129707,527274.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","ptwiki|brwiki|elwiki|frwiki|ruwiki|enwiki|cawiki|fiwiki|svwiki|eswiki|ukwiki|itwiki","Europe","grA",23.7280559539795,23.716667175293,37.9841651916504,37.966667175293,0,"D:_philosopher_P:_philosopher_English_philosophe_French_filosofo_Italian_jardín_filósof_maestro_Spanish_filósof_Portuguese_filosof_föreståndare_Swedish",32.5
"Q23770555",NA,1238,NA,"","",NA,NA,1238,1238,"Male","Discovery/Science","Kygri-Bjórn_Hjaltason","Northern Europe",1172,1238,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",7364698,"Academia",0.5,0.5,"Religious","erudito","Missing","2.Post-Classical History 501-1500AD",373,2,1303,1,0,13.510902,2806266,"","","Iceland","","P:_'Iceland'_can't_verifyB1","Old_(before_year_1918_AD)_Iceland","Missing","eswiki","Europe","grB",NA,NA,NA,NA,0,"D:_P:_sacerdote_erudito_Spanish",1205
"Q23771044",NA,541,NA,"","",NA,NA,541,541,"Male","Discovery/Science","João_Tzibo","",489,541,"1.Ancient History Before 500AD","2.Post-Classical History 501-1500AD",5049426,"Academia",0.33333334,0.33333334,"Military","historian","Missing","2.Post-Classical History 501-1500AD",100,2,2310,1,0,12.795292,2607438,"","","","","","Missing","Missing","ptwiki","","grB",NA,41.7533340454102,NA,41.7683334350586,0,"D:_P:_oficial_imperador_historiador_Portuguese",515
"Q23951994",NA,NA,NA,"century","",1001,1100,NA,NA,"Male","Discovery/Science","Ibrahim_ibn_Said_al-Sahli","Southern Europe",1051.0956,1122,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",50899261,"Academia",0.80000001,0.2,"Corporate/Executive/Business (large)","mathematician","Missing","Missing",2941,3,3818,4,0,17.845045,1172295.5,"","","Spain","","P:_'Spain'_can't_verifyB1","Spain","Missing","itwiki|enwiki|ukwiki|eswiki","Europe","grA",NA,NA,NA,NA,0,"D:_mathematician_P:_astronomo_Italian_fabricante_astro_Spanish",1086.5478
"Q2397427",200,NA,NA,"","",200,200,NA,NA,"Male","Discovery/Science","Heraclides_Lembus","Southern Europe",200,264,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",11381735,"Academia",0.47368422,0.31578946,"Culture-core","philosopher","1.Ancient History Before 500AD","Missing",11234,3,7500,8,5,22.238832,277434,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","enwiki|frwiki|eswiki|ruwiki|itwiki|huwiki|fiwiki|elwiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_writer_historian_biographer_P:_statesman_historian_philosophical_English_philosophe_roi_jésus_French_filosofo_scrittore_Italian_filósof_escritor_funcionari_Spanish",232
"Q2405888",NA,NA,NA,"century","century",-300,-201,-200,-101,"Male","Discovery/Science","Antisthenes_of_Rhodes","Southern Europe",-250,-181.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",20170665,"Academia",0.5714286,NA,"Missing","philosopher","Missing","Missing",5730,3,7332,7,4,21.243189,377315.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","frwiki|cawiki|enwiki|fiwiki|itwiki|ruwiki|dewiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_historian_biographer_P:_historian_political_English_historien_jésus_affaires_French_filosofo_storico_Italian_schreiber_German",-215.928755
"Q2414934",-300,NA,NA,"","century",-300,-300,-300,-201,"Female","Discovery/Science","Leontion","Southern Europe",-300,-231.28345,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",4490831,"Academia",0.66666669,0.16666667,"Family","philosopher","1.Ancient History Before 500AD","Missing",22140,3,13434,13,2,23.24861,343957,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","frwiki|cawiki|enwiki|fiwiki|itwiki|ptwiki|nowiki|plwiki|dewiki|eswiki|eowiki|ruwiki|hewiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_P:_philosopher_English_femme de_maîtresse_poète_French_filosofa_Italian_schönheit_German_filosof_filosofía_filósof_Spanish_filósof_Portuguese",-265.641725
"Q2423811",1100,NA,NA,"","century",1100,1100,1101,1300,"Male","Discovery/Science","Judah_Hadassi","",1100,1165.8081,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",5455021,"Academia",1,NA,"Missing","philosopher","2.Post-Classical History 501-1500AD","Missing",9619,3,7788,4,5,21.533577,329298,"","","","","","Missing","Missing","frwiki|enwiki|hewiki|dewiki","","grA",NA,NA,NA,NA,0,"D:_philosopher_P:_scholar_English_philosoph_German",1132.90405
"Q2424152",1190,1246,NA,"circa","circa",1190,1190,1246,1246,"Male","Discovery/Science","Thomas_Gallus","Western Europe",1190,1246,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",9090059,"Academia",0.41666666,0.41666666,"Religious","theologian","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",7198,3,9754,4,14,22.385138,233095,"France","'France'","France","","D:_'France'_matchB1_P:_'France'","France","Missing","frwiki|enwiki|dewiki|itwiki","Europe","grA",NA,8.42305564880371,NA,45.325553894043,0,"D:_religious_P:_theologian_mystic_English_théologien_auteur_French_filosofo_teologia_nfl_Italian_philosoph_German",1218
"Q24548",NA,NA,NA,"century","century",1,100,1,100,"Male","Discovery/Science","Remmius_Palaemon","Southern Europe",51,117.52431,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",234254,"Academia",0.72727275,NA,"Missing","philologist","Missing","Missing",14048,3,8902,14,15,24.125303,130740,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_can't_verifyB1","Roman_Empire","Missing","enwiki|frwiki|eswiki|ruwiki|itwiki|nlwiki|zhwiki|ukwiki|bgwiki|astwiki|skwiki|svwiki|cawiki|elwiki","Europe","grA",11.5500001907349,NA,45.5499992370605,NA,0,"D:_philologist_grammarian_P:_grammarian_emperor_English_pédagogue_esclave_French_grammatico_Italian_pedagogo_Spanish_ vice_Swedish",84.262155
"Q246467",NA,200,NA,"century","",1,200,200,200,"Male","Discovery/Science","Theodotion","Southern Europe",134.04086,200,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",4936012,"Academia",0.42857143,0.35714287,"Religious","hellenist","Missing","1.Ancient History Before 500AD",56284,3,14843,17,6,25.379869,127656,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","ptwiki|idwiki|eowiki|elwiki|frwiki|eswiki|enwiki|itwiki|nlwiki|zhwiki|plwiki|ruwiki|tlwiki|dewiki|huwiki|cawiki|ukwiki","Europe","grA",27.348611831665,NA,37.9397201538086,NA,0,"D:_translator_bible_P:_hellenist_scholar_bible_English_érudit_auteur_French_erudito_Italian_gelehrte_German_acadêmic_bíblia_pastor_Portuguese",167.02043
"Q2469216",NA,NA,NA,"century","century",301,400,301,400,"Male","Discovery/Science","Antoninus_(philosopher)","Southern Europe",351,404.05316,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",18651242,"Academia",0.5,0.25,"Family","philosopher","Missing","Missing",8077,3,7688,6,1,20.583874,617906,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","plwiki|eswiki|enwiki|cawiki|itwiki|ptwiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_P:_philosopher_son_pupil_English_filosofo_Italian_filósof_hijo_mayor_Spanish_filósof_filho_religios_Portuguese",377.52658
"Q247137",320,380,NA,"circa","circa",320,320,380,380,"Male","Discovery/Science","Aelius_Donatus","Southern Europe",320,380,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",723681,"Academia",0.5,0.33333334,"Culture-core","grammarian","1.Ancient History Before 500AD","1.Ancient History Before 500AD",103884,3,18454,27,23,27.884418,30789,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_can't_verifyB1","Roman_Empire","Missing","enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|jawiki|nlwiki|plwiki|ptwiki|svwiki|fiwiki|ukwiki|cawiki|cswiki|srwiki|bgwiki|astwiki|eowiki|glwiki|iswiki|lawiki|ltwiki|shwiki|skwiki|huwiki|zhwiki","Europe","grA",NA,NA,NA,NA,0,"D:_writer_P:_grammarian_teacher_English_auteur_French_grammatico_Italian_ lehrer_German_retórica_Spanish_política_programador_autor_Portuguese_lärare_Swedish",350
"Q2475901",-250,-175,NA,"","circa",-250,-250,-175,-175,"Male","Discovery/Science","Basilides_the_Epicurean","Southern Europe",-250,-175,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",13926038,"Academia",0.85714287,NA,"Missing","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",5983,3,7128,5,1,20.054178,662611,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","ptwiki|frwiki|enwiki|fiwiki|itwiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_P:_philosopher_English_philosophe_French_filosofo_Italian_filósof_líder_Portuguese",-212.5
"Q2477845",NA,NA,NA,"century","century",1001,1100,1001,1100,"Male","Discovery/Science","Al-Muradi","Southern Europe",1051,1121.9044,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",33296004,"Academia",0.5,0.3125,"Explorer/Inventor/Developer","mathematician","Missing","Missing",20404,3,10889,7,7,23.378166,183685.5,"Old_regimes_in_/_of_Spain","'Al-Andalus'","Spain","","D:_'Al-Andalus'_mismatchB2_P:_'Grenada'_'Spain'","Spain","Missing","frwiki|enwiki|eswiki|arwiki|itwiki|mgwiki|mswiki","Europe","grA",NA,NA,NA,NA,0,"D:_mathematician_engineer_P:_mathematician_astronomer_scientific_English_savant_ingénieur_écrivain_French_bibliotecario_storico_scienza_Italian_ingenier_inventor_bicicleta_Spanish",1086.4522
"Q2479107",NA,NA,NA,"century","",-500,-401,NA,NA,"Male","Discovery/Science","Herodicus","Southern Europe",-450.14249,-382,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2144928,"Academia",0.71428573,0.21428572,"Sports/Games","nutritionist","Missing","Missing",23216,3,6332,10,1,21.897341,538384.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","jawiki|fawiki|frwiki|enwiki|rowiki|cawiki|itwiki|svwiki|bgwiki|elwiki","Europe","grA",28.26828956604,NA,41.0801582336426,NA,0,"D:_nutritionist_physician_P:_physician_sport_medicine_English_médecin_jésus_professeur_French_medico_Italian_gymnast_lärare_brottning_Swedish",-416.071245
"Q248287",100,165,NA,"circa","",100,100,165,165,"Male","Discovery/Science","Peregrinus_Proteus","Southern Europe",100,165,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2432240,"Academia",0.58333331,0.33333334,"Sports/Games","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",42272,3,12531,11,5,24.364681,172221,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","dewiki|cawiki|enwiki|fiwiki|huwiki|itwiki|lawiki|plwiki|trwiki|eswiki|frwiki","Europe","grA",27.0702991485596,21.6308326721191,40.4161987304688,37.6383323669434,0,"D:_philosopher_P:_philosopher_olympic_game_English_philosophe_olympique_French_filosofo_Italian_philosoph_German_filósof_cine_juego_Spanish",132.5
"Q2483353",NA,NA,NA,"century","century",601,700,701,800,"Male","Discovery/Science","Stephen_of_Ripon","Western Europe",651,712.37677,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",145331,"Academia",0.41666666,0.33333334,"Culture-core","hagiographer","Missing","Missing",7734,3,8701,9,2,21.426405,448988,"","","United_Kingdom","","P:_'England'_can't_verifyB1","United_Kingdom","Missing","eowiki|enwiki|itwiki|nlwiki|fywiki|eswiki|glwiki|cawiki|frwiki","Europe","grA",NA,NA,NA,NA,0,"D:_hagiographer_P:_author_saint_historian_English_prêtre_auteur_évêque_French_storico_autore_Italian_ autor_historiador_Spanish",681.688385
"Q248578",310,390,NA,"circa","circa",310,310,390,390,"Male","Discovery/Science","Chrysanthius","Southern Europe",310,390,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",162080,"Academia",0.80000001,NA,"Missing","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",11041,3,8991,10,3,22.198013,338483,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Greece'","Roman_Empire","Missing","ptwiki|dewiki|eswiki|enwiki|fiwiki|itwiki|ruwiki|elwiki|cawiki|plwiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_P:_philosopher_English_filosofo_Italian_philosoph_lehrer_kaisers_German_filósof_discípul_Spanish_filósof_Portuguese",350
"Q248616",NA,NA,NA,"century","",-200,-101,NA,NA,"Male","Discovery/Science","Apollodorus_of_Seleucia","Southern Europe",-150.14249,-82,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",13738599,"Academia",0.83333331,0.16666667,"Other","philosopher","Missing","Missing",9805,3,5694,8,1,20.728771,610266,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","ptwiki|ruwiki|enwiki|cawiki|fiwiki|itwiki|ukwiki|bgwiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_P:_philosopher_pupil_English_filosofo_Italian_filósof_Portuguese",-116.071245
"Q248624",200,290,NA,"","",200,200,290,290,"Male","Discovery/Science","Amelius","Southern Europe",200,290,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",6227451,"Academia",0.58823532,0.29411766,"Culture-core","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",28227,3,15996,11,8,24.610464,126681,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Greece'","Roman_Empire","Missing","ptwiki|plwiki|frwiki|ruwiki|enwiki|eswiki|cawiki|fiwiki|itwiki|dewiki|azwiki","Europe","grA",11.8389120101929,NA,42.2278709411621,NA,0,"D:_philosopher_writer_P:_philosophy_philosopher_writer_English_philosophe_French_filosofo_scrittore_Italian_philosoph_lehrer_German_filósof_ley_discípul_Spanish_filósof_escritor_Portuguese",245
"Q248733",300,NA,NA,"","century",300,300,301,500,"Male","Discovery/Science","Eusebius_of_Myndus","Southern Europe",300,354.79214,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",4690275,"Academia",1,NA,"Missing","philosopher","1.Ancient History Before 500AD","Missing",11693,3,8144,11,6,22.803064,233995,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Greece'","Roman_Empire","Missing","ptwiki|dewiki|bgwiki|ruwiki|shwiki|enwiki|cawiki|fiwiki|itwiki|nlwiki|elwiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_P:_philosopher_English_filosofo_Italian_philosoph_German_filósof_Portuguese",327.39607
"Q248793",310,372,NA,"circa","",310,310,372,372,"Male","Discovery/Science","Maximus_of_Ephesus","Southern Europe",310,372,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2109923,"Academia",0.45454547,0.27272728,"Nobility","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",31244,3,19565,16,6,25.010384,141443,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Greece'","Roman_Empire","Missing","ptwiki|zhwiki|plwiki|ruwiki|frwiki|enwiki|eswiki|cawiki|huwiki|fiwiki|itwiki|dewiki|elwiki|kawiki|nlwiki|ltwiki","Europe","grA",27.348611831665,27.348611831665,37.9397201538086,37.9397201538086,0,"D:_philosopher_astrologer_P:_philosopher_emperor_magic_English_philosophe_conseiller_empereur_French_filosofo_maestro_imperatore_Italian_philosoph_lehrer_kaisers_German_filósof_emperador_magia_Spanish_filósof_imperador_magia_Portuguese",341
"Q248969",242,325,NA,"","",242,242,325,325,"Male","Discovery/Science","Sopater_of_Apamea","Southern Europe",242,325,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",17583956,"Academia",0.72727275,0.18181819,"Nobility","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",17334,3,11251,12,5,23.445665,214240,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1B2_P:_'Syria'_'Greece'","Roman_Empire","Missing","dewiki|plwiki|ruwiki|enwiki|cawiki|huwiki|fiwiki|ukwiki|itwiki|frwiki|ptwiki|azwiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_P:_philosopher_English_philosophe_disciple_empereur_French_filosofo_imperatore_Italian_philosoph_forschung_German_filósof_Portuguese",283.5
"Q248975",NA,39,NA,"","",NA,NA,39,39,"Male","Discovery/Science","Herillus","Southern Europe",-27,39,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",13772765,"Academia",0.66666669,NA,"Missing","philosopher","Missing","1.Ancient History Before 500AD",10825,2,10807,11,1,21.468397,553760,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","ptwiki|elwiki|hewiki|ruwiki|enwiki|cawiki|fiwiki|huwiki|frwiki|itwiki|bgwiki","Europe","grA",10.3234605789185,NA,36.8525581359863,NA,0,"D:_philosopher_P:_philosopher_pupil_English_philosophe_disciple_auteur_French_filosofo_Italian_filósof_Portuguese",6
"Q24951263",1141,NA,NA,"","century",1141,1141,1101,1200,"Male","Discovery/Science","Raymond_de_Marseille","Western Europe",1141,1206.2202,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",9986952,"Academia",0.60000002,0.40000001,"Other","astronomer","2.Post-Classical History 501-1500AD","Missing",1007,3,3246,2,3,17.489088,883089,"France","'France'","France","","D:_'France'_matchB1_P:_'France'","France","Missing","frwiki|dewiki","Europe","grB",NA,NA,NA,NA,0,"D:_astrologer_astronomer_P:_astronom_German",1173.6101
"Q24961115",946,NA,NA,"","",946,946,NA,NA,"Male","Discovery/Science","Tomás_Villasante","Southern Europe",946,1016,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",7383927,"Academia",0.66666669,0.33333334,"Politics","profesor","2.Post-Classical History 501-1500AD","Missing",4132,3,1885,1,0,16.562845,1967439,"","","Spain","","P:_'Spain'_can't_verifyB1","Old_(before_year_1479_AD)_Spain","Missing","eswiki","Europe","grB",NA,NA,NA,NA,0,"D:_P:_profesor_ciencia_política_Spanish",981
"Q25051085",NA,NA,NA,"century","century",1101,1200,1201,1300,"Male","Discovery/Science","Ibn_Nazif","",1151,1219.4788,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",50551675,"Academia",0.75,0.25,"Culture-periphery","historian","Missing","Missing",776,3,1304,1,0,14.5264,2657255,"","","","","","Missing","Missing","enwiki","","grA",NA,NA,NA,NA,0,"D:_historian_P:_chronicler_historian_English",1185.2394
"Q251259",1110,1185,NA,"","circa",1110,1110,1185,1185,"Male","Discovery/Science","Ibn_Tufail","Southern Europe",1110,1185,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",1104592,"Academia",0.83999997,0.16,"Culture-core","philosopher","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",359344,3,30080,37,26,30.037119,11798,"Old_regimes_in_/_of_Spain","'Al-Andalus'","Spain","","D:_'Al-Andalus'_matchB1_P:_'Spain'","Old_(before_year_1479_AD)_Spain","Missing","dewiki|arwiki|bgwiki|cawiki|cswiki|enwiki|eowiki|eswiki|euwiki|fawiki|frwiki|huwiki|idwiki|itwiki|jawiki|pnbwiki|pswiki|rowiki|ruwiki|skwiki|svwiki|trwiki|urwiki|shwiki|hewiki|bswiki|mswiki|uzwiki|bnwiki|hywiki|plwiki|arzwiki|kuwiki|srwiki|ckbwiki|sqwiki|ptwiki","Europe","grA",-3.13712453842163,-7.98108005523682,37.2995529174805,31.6294708251953,1,"D:_philosopher_physician_P:_polymath_novelist_philosophy_English_philosophe_astronome_médecin_French_ scrittore_filosofo_teologo_Italian_philosoph_astronom_arzt_German_médic_filósof_matemátic_Spanish_médic_matemátic_astrônom_Portuguese_filosof_författare_författare_Swedish",1147.5
